# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
100623,0,1
100033,0,1
99101,0,1
99183,0,1
99522,0,1
99472,0,1
98151,0,1
99922,0,1
100563,0,1
99482,0,1
99601,0,1
100072,0,1
99043,0,1
101182,0,1
99842,0,1
100721,0,1
99102,0,1
99862,0,1
99732,0,1
101742,0,1
100472,0,1
99373,0,1
# Hoverboard test (1048576 1 200000001)
# time(ns),sleep_time(ns),repetitions
138083570,200000001,1
144213,200000001,1
123722,200000001,1
184865,200000001,1
129153,200000001,1
122793,200000001,1
122653,200000001,1
124124,200000001,1
126953,200000001,1
117243,200000001,1
121662,200000001,1
122843,200000001,1
126563,200000001,1
179434,200000001,1
120413,200000001,1
121442,200000001,1
127793,200000001,1
122173,200000001,1
124403,200000001,1
121302,200000001,1
127434,200000001,1
121913,200000001,1
120284,200000001,1
123503,200000001,1
129882,200000001,1
124582,200000001,1
176135,200000001,1
121354,200000001,1
129833,200000001,1
122444,200000001,1
# Hoverboard test (1048576 1 400000001)
# time(ns),sleep_time(ns),repetitions
127170130,400000001,1
149293,400000001,1
185734,400000001,1
126102,400000001,1
130513,400000001,1
123582,400000001,1
122102,400000001,1
121844,400000001,1
189354,400000001,1
122943,400000001,1
123734,400000001,1
122734,400000001,1
132043,400000001,1
127073,400000001,1
125634,400000001,1
166774,400000001,1
130823,400000001,1
123863,400000001,1
123093,400000001,1
123022,400000001,1
129992,400000001,1
126843,400000001,1
120744,400000001,1
124994,400000001,1
131224,400000001,1
124374,400000001,1
183114,400000001,1
126233,400000001,1
129763,400000001,1
122092,400000001,1
# Hoverboard test (1048576 1 600000001)
# time(ns),sleep_time(ns),repetitions
139389527,600000001,1
144484,600000001,1
195655,600000001,1
123782,600000001,1
131263,600000001,1
128094,600000001,1
193735,600000001,1
121334,600000001,1
130463,600000001,1
123213,600000001,1
127372,600000001,1
192035,600000001,1
130053,600000001,1
135213,600000001,1
122762,600000001,1
127024,600000001,1
130873,600000001,1
135853,600000001,1
197096,600000001,1
127283,600000001,1
131273,600000001,1
124512,600000001,1
123423,600000001,1
122214,600000001,1
134693,600000001,1
123153,600000001,1
178014,600000001,1
122922,600000001,1
130403,600000001,1
122582,600000001,1
# Hoverboard test (1048576 1 800000001)
# time(ns),sleep_time(ns),repetitions
127605981,800000001,1
301179,800000001,1
124083,800000001,1
121022,800000001,1
134603,800000001,1
159834,800000001,1
125514,800000001,1
118244,800000001,1
130533,800000001,1
119454,800000001,1
185025,800000001,1
126293,800000001,1
131892,800000001,1
120383,800000001,1
123433,800000001,1
120992,800000001,1
131994,800000001,1
145743,800000001,1
153674,800000001,1
126053,800000001,1
130762,800000001,1
120772,800000001,1
122314,800000001,1
123143,800000001,1
131823,800000001,1
121404,800000001,1
191464,800000001,1
126824,800000001,1
132683,800000001,1
119442,800000001,1
# Hoverboard test (1048576 1 1000000001)
# time(ns),sleep_time(ns),repetitions
138650570,1000000001,1
348989,1000000001,1
127943,1000000001,1
194205,1000000001,1
132864,1000000001,1
124994,1000000001,1
192705,1000000001,1
127962,1000000001,1
134193,1000000001,1
193235,1000000001,1
126574,1000000001,1
126084,1000000001,1
135063,1000000001,1
187805,1000000001,1
125473,1000000001,1
126973,1000000001,1
133043,1000000001,1
127203,1000000001,1
125782,1000000001,1
188895,1000000001,1
135203,1000000001,1
126923,1000000001,1
122733,1000000001,1
127393,1000000001,1
135534,1000000001,1
130584,1000000001,1
127343,1000000001,1
193554,1000000001,1
133033,1000000001,1
126612,1000000001,1
